Name,Level,Zone,Location,Type,NPC
Choker in the Clutch,68,Kugane,Kugane,Goldsmithing,Keltraeng
Untucked,68,Kugane,Kugane,Goldsmithing,Keltraeng
Speak Softly and Carry a Metal Rod,68,Kugane,Kugane,Goldsmithing,Keltraeng
Satisfactory Sewing,70,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Whetstones for the Workers,70,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
You're My Wonderhall,70,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Gentleman Donor,72,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Neck on the Line,72,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Slimming Down,72,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Copious Crystal Cannons,74,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Hot Rod,74,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Unsung Generosity,74,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
A Magnanimous Refrain,76,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Birth Ring,76,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Prophet of Profit,76,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
A Beneficient Elegy,78,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Bulking Up,78,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Wrap Those Wrists,78,The Crystarium,The Baldaquin,Goldsmithing,Eirikur
Red in the Head,1,Gridania,Gridania,Leatherworking,Gontrant
Underneath It All,1,Gridania,Gridania,Leatherworking,Gontrant
Sole Traders,1,Gridania,Gridania,Leatherworking,Gontrant
Tan Before the Ban,1,Central Shroud,The Bannock,Leatherworking,Muriaule
Sticking Their Necks Out,1,Central Shroud,The Bannock,Leatherworking,Muriaule
Packmen,1,Central Shroud,The Bannock,Leatherworking,Muriaule
From the Sands to the Stage,5,Gridania,Gridania,Leatherworking,Gontrant
Mind over Muzzle,5,Gridania,Gridania,Leatherworking,Gontrant
In Their Shoes,5,Gridania,Gridania,Leatherworking,Gontrant
Throwing Down the Gauntlet,5,Central Shroud,The Bannock,Leatherworking,Muriaule
A Place to Call Helm,5,Central Shroud,The Bannock,Leatherworking,Muriaule
A Thorn in One's Hide,5,Central Shroud,The Bannock,Leatherworking,Muriaule
The Bards' Guards,10,Gridania,Gridania,Leatherworking,Gontrant
Quelling Bloody Rumors,10,Gridania,Gridania,Leatherworking,Gontrant
Saddle Sore,10,Gridania,Gridania,Leatherworking,Gontrant
Belt Up,10,Central Shroud,Bentbranch Meadows,Leatherworking,Tierney
Simply the Best,10,Central Shroud,Bentbranch Meadows,Leatherworking,Tierney
Only the Best,10,Central Shroud,Bentbranch Meadows,Leatherworking,Tierney
Heads Up,15,Gridania,Gridania,Leatherworking,Gontrant
Choke Hold,15,Gridania,Gridania,Leatherworking,Gontrant
Skin off Their Backs,15,Gridania,Gridania,Leatherworking,Gontrant
A Rush on Ringbands,15,East Shroud,The Hawthorne Hut,Leatherworking,Qina Lyehga
On Their Feet Again,15,East Shroud,The Hawthorne Hut,Leatherworking,Qina Lyehga
Back in the Band,15,East Shroud,The Hawthorne Hut,Leatherworking,Qina Lyehga
Playing the Part,20,Gridania,Gridania,Leatherworking,Gontrant
Fire and Hide,20,Gridania,Gridania,Leatherworking,Gontrant
My Sole to Take,20,Gridania,Gridania,Leatherworking,Gontrant
Open to Attack,20,South Shroud,Quarrymill,Leatherworking,Nyell
Hands On,20,South Shroud,Quarrymill,Leatherworking,Nyell
Packing a Punch,20,South Shroud,Quarrymill,Leatherworking,Nyell
Men Who Scare Up Goats,25,Gridania,Gridania,Leatherworking,Gontrant
Belts Served Cold,25,Gridania,Gridania,Leatherworking,Gontrant
Just Rewards,25,Gridania,Gridania,Leatherworking,Gontrant
"No Risk, No Reward",25,South Shroud,Quarrymill,Leatherworking,Nyell
Campaign in the Membrane,25,South Shroud,Quarrymill,Leatherworking,Nyell
Quicker than Sand,25,South Shroud,Quarrymill,Leatherworking,Nyell
Quality over Quantity,30,Gridania,Gridania,Leatherworking,Gontrant
Best Served Toad,30,Gridania,Gridania,Leatherworking,Gontrant
Just Cinch It,30,Gridania,Gridania,Leatherworking,Gontrant
The Hand that Bleeds,30,Eastern La Noscea,Costa del Sol,Leatherworking,Nahctahr
Slave to Fashion,30,Eastern La Noscea,Costa del Sol,Leatherworking,Nahctahr
Subordinate Clause,30,Eastern La Noscea,Costa del Sol,Leatherworking,Nahctahr
Soft Shoe Shuffle,35,Gridania,Gridania,Leatherworking,Gontrant
Supply Side Logic,35,Gridania,Gridania,Leatherworking,Gontrant
The Righteous Tools for the Job,35,Gridania,Gridania,Leatherworking,Gontrant
Through a Glass Brightly,35,Coerthas Central Highlands,Observatorium,Leatherworking,Cimeaurant
Springtime for Coerthas,35,Coerthas Central Highlands,Observatorium,Leatherworking,Cimeaurant
First They Came for the Heretics,35,Coerthas Central Highlands,Observatorium,Leatherworking,Cimeaurant
Skirt Chaser,40,Gridania,Gridania,Leatherworking,Gontrant
The Tao of Rabbits,40,Gridania,Gridania,Leatherworking,Gontrant
The Birdmen of Ishgard,40,Gridania,Gridania,Leatherworking,Gontrant
Not So Alike in Dignity,40,Coerthas Central Highlands,Whitebrim Front,Leatherworking,Voilinaut
Foot Blues,40,Coerthas Central Highlands,Whitebrim Front,Leatherworking,Voilinaut
"It's Not a Job, It's a Calling",40,Coerthas Central Highlands,Whitebrim Front,Leatherworking,Voilinaut
Too Hot to Handle,45,Gridania,Gridania,Leatherworking,Gontrant
Handle with Care,45,Gridania,Gridania,Leatherworking,Gontrant
Hang in There,45,Gridania,Gridania,Leatherworking,Gontrant
Tenderfoot Moments,45,Mor Dhona,Saint Coinach's Find,Leatherworking,K'leytai
Fuss in Boots,45,Mor Dhona,Saint Coinach's Find,Leatherworking,K'leytai
Spelling Me Softly,45,Mor Dhona,Saint Coinach's Find,Leatherworking,K'leytai
Pummeling Abroad,50,Ishgard,Foundation,Leatherworking,Eloin
From Mud to Mourning,50,Ishgard,Foundation,Leatherworking,Eloin
Glorified Hole-punchers,50,Ishgard,Foundation,Leatherworking,Eloin
Below Tradition's Belt,50,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
These Boots Are Made for Hawkin',50,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Treat Them with Kid Gloves,50,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
You Could Say It's a Moving Target,52,Ishgard,Foundation,Leatherworking,Eloin
Maybe He's a Lion,52,Ishgard,Foundation,Leatherworking,Eloin
(Don't) Love the Skin You're In,52,Ishgard,Foundation,Leatherworking,Eloin
They Call It Bloody Mary,52,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
The Wyvern of It,52,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Belting Out the Low Notes,52,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
"Tally Ho, Chocobo",54,Ishgard,Foundation,Leatherworking,Eloin
"Overall, We Blend In",54,Ishgard,Foundation,Leatherworking,Eloin
Dragoon Drop Rate,54,Ishgard,Foundation,Leatherworking,Eloin
Hunting Heretics,54,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Eviction Notice,54,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Exploiting the Adroit,54,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
I Need Your Glove Tonight,56,Ishgard,Foundation,Leatherworking,Eloin
Don't Sweat the Small Fry,56,Ishgard,Foundation,Leatherworking,Eloin
Trainin' the Neck,56,Ishgard,Foundation,Leatherworking,Eloin
Halonic Drake Handlers,56,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
It's All in the Wrists,56,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Training Is Only Skin-tight,56,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Starting Off on the Wrong Foot,58,Ishgard,Foundation,Leatherworking,Eloin
Bar of the Bannermen,58,Ishgard,Foundation,Leatherworking,Eloin
It Will Knock Your Socks Off,58,Ishgard,Foundation,Leatherworking,Eloin
Raising the Dragoons,58,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Do My Little Turn on the Stonewalk,58,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
On My Own Two Feet,58,Ishgard,Foundation,Leatherworking (Large-scale),Eloin
Vested Interest,60,Kugane,Kugane,Leatherworking,Keltraeng
Fitting In,60,Kugane,Kugane,Leatherworking,Keltraeng
Hide to Go Seek,60,Kugane,Kugane,Leatherworking,Keltraeng
Off the Cuff,62,Kugane,Kugane,Leatherworking,Keltraeng
Weathering Heights,62,Kugane,Kugane,Leatherworking,Keltraeng
Looking for Glove,62,Kugane,Kugane,Leatherworking,Keltraeng
Tiger in The Sack,64,Kugane,Kugane,Leatherworking,Keltraeng
Shoe on the Other Foot,64,Kugane,Kugane,Leatherworking,Keltraeng
Try Tricorn Again,64,Kugane,Kugane,Leatherworking,Keltraeng
Security Breeches,66,Kugane,Kugane,Leatherworking,Keltraeng
A Stitch in Time,66,Kugane,Kugane,Leatherworking,Keltraeng
Shrug It On,66,Kugane,Kugane,Leatherworking,Keltraeng
If the Shoe Fits,68,Kugane,Kugane,Leatherworking,Keltraeng
Brace Yourself,68,Kugane,Kugane,Leatherworking,Keltraeng
Thick and Thin,68,Kugane,Kugane,Leatherworking,Keltraeng
Band Substances,70,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Girding for Glory,70,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Ware and Chair,70,The Crystarium,The Baldaquin,Leatherworking,Eirikur
A Slippery Slope,72,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Breeches of Trust,72,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Glove Me Tender,72,The Crystarium,The Baldaquin,Leatherworking,Eirikur
A Heady Endeavor,74,The Crystarium,The Baldaquin,Leatherworking,Eirikur
At Your Neck and Call,74,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Peace in Rest,74,The Crystarium,The Baldaquin,Leatherworking,Eirikur
If I Could Walk a Thousand Malms,76,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Protecting the Nuts,76,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Strike True,76,The Crystarium,The Baldaquin,Leatherworking,Eirikur
A Show In,78,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Fit for a Friend,78,The Crystarium,The Baldaquin,Leatherworking,Eirikur
Into the Storm,78,The Crystarium,The Baldaquin,Leatherworking,Eirikur
The Unmentionables,1,Ul'dah,Ul'dah,Weaving,Eustace
Trew Enough,1,Ul'dah,Ul'dah,Weaving,Eustace
Not Cool Enough,1,Ul'dah,Ul'dah,Weaving,Eustace
"Long Hair, Long Life",1,Western Thanalan,Scorpion Crossing,Weaving,Graceful Song
Burn Me Up,1,Western Thanalan,Scorpion Crossing,Weaving,Graceful Song
Hire in the Blood,1,Western Thanalan,Scorpion Crossing,Weaving,Graceful Song
A Taste for Dalmaticae,5,Ul'dah,Ul'dah,Weaving,Eustace
The Adventurer's New Coat,5,Ul'dah,Ul'dah,Weaving,Eustace
Just for Kecks,5,Ul'dah,Ul'dah,Weaving,Eustace
Time for Acton,5,Western Thanalan,Scorpion Crossing,Weaving,Graceful Song
This Is Why You Can't Have Nice Things,5,Western Thanalan,Scorpion Crossing,Weaving,Graceful Song
Wiggle Room,5,Western Thanalan,Scorpion Crossing,Weaving,Graceful Song
Hat in Hand,10,Ul'dah,Ul'dah,Weaving,Eustace
Workplace Safety,10,Ul'dah,Ul'dah,Weaving,Eustace
Keep It under Wraps,10,Ul'dah,Ul'dah,Weaving,Eustace
Dirt Cheap,10,Western Thanalan,Horizon,Weaving,Totonowa
Welcome to the Cotton Club,10,Western Thanalan,Horizon,Weaving,Totonowa
Making Gloves Out of Nothing at All,10,Western Thanalan,Horizon,Weaving,Totonowa
Don't Trew So Hard,15,Ul'dah,Ul'dah,Weaving,Eustace
Read the Fine Print,15,Ul'dah,Ul'dah,Weaving,Eustace
Better Shroud than Sorry,15,Ul'dah,Ul'dah,Weaving,Eustace
A Drag of a Doublet,15,Eastern Thanalan,Camp Drybone,Weaving,Poponagu
Pants Are Not Enough,15,Eastern Thanalan,Camp Drybone,Weaving,Poponagu
Touch Me If You Can,15,Eastern Thanalan,Camp Drybone,Weaving,Poponagu
Don't Sash Me,20,Ul'dah,Ul'dah,Weaving,Eustace
Hitting Below the Belt,20,Ul'dah,Ul'dah,Weaving,Eustace
Doublet Jeopardy,20,Ul'dah,Ul'dah,Weaving,Eustace
Getting Handsy,20,South Shroud,Quarrymill,Weaving,Nyell
Whatchoo Talking About,20,South Shroud,Quarrymill,Weaving,Nyell
The Telltale Tress,20,South Shroud,Quarrymill,Weaving,Nyell
Piling It On,25,Ul'dah,Ul'dah,Weaving,Eustace
He's Got Legs,25,Ul'dah,Ul'dah,Weaving,Eustace
I'll Be Your Wailer Today,25,Ul'dah,Ul'dah,Weaving,Eustace
Put a Lid on It,25,South Shroud,Quarrymill,Weaving,Nyell
Pantser Corps,25,South Shroud,Quarrymill,Weaving,Nyell
Bet You Anything,25,South Shroud,Quarrymill,Weaving,Nyell
By the Short Hairs,30,Ul'dah,Ul'dah,Weaving,Eustace
Our Man in Ul'dah,30,Ul'dah,Ul'dah,Weaving,Eustace
By the Seat of the Pants,30,Ul'dah,Ul'dah,Weaving,Eustace
Put on Your Party Pants,30,Eastern La Noscea,Costa del Sol,Weaving,Nahctahr
Half is the New Double,30,Eastern La Noscea,Costa del Sol,Weaving,Nahctahr
Walk Softly and Carry a Big Halberd,30,Eastern La Noscea,Costa del Sol,Weaving,Nahctahr
Private Concerns,35,Ul'dah,Ul'dah,Weaving,Eustace
Crunching the Numbers,35,Ul'dah,Ul'dah,Weaving,Eustace
Edmelle's Hair,35,Ul'dah,Ul'dah,Weaving,Eustace
The Wages of Sin,35,Coerthas Central Highlands,Observatorium,Weaving,Cimeaurant
In over Your Head,35,Coerthas Central Highlands,Observatorium,Weaving,Cimeaurant
A Leg Up on the Cold,35,Coerthas Central Highlands,Observatorium,Weaving,Cimeaurant
After the Smock-down,40,Ul'dah,Ul'dah,Weaving,Eustace
Party Animals,40,Ul'dah,Ul'dah,Weaving,Eustace
Cool to Be Southern,40,Ul'dah,Ul'dah,Weaving,Eustace
No Country for Cold Men,40,Coerthas Central Highlands,Whitebrim Front,Weaving,Voilinaut
I'll Swap You,40,Coerthas Central Highlands,Whitebrim Front,Weaving,Voilinaut
A Matter of Import,40,Coerthas Central Highlands,Whitebrim Front,Weaving,Voilinaut
Glad As a Hatter,45,Ul'dah,Ul'dah,Weaving,Eustace
Seeing It Through to the End,45,Ul'dah,Ul'dah,Weaving,Eustace
Full Moon Fever,45,Ul'dah,Ul'dah,Weaving,Eustace
And a Haircut Wouldn't Hurt,45,Mor Dhona,Saint Coinach's Find,Weaving,K'leytai
Big in Mor Dhona,45,Mor Dhona,Saint Coinach's Find,Weaving,K'leytai
"Bundle Up, It's Odd out There",45,Mor Dhona,Saint Coinach's Find,Weaving,K'leytai
Pride Up in Smoke,50,Ishgard,Foundation,Weaving,Eloin
Perfecting the Posture,50,Ishgard,Foundation,Weaving,Eloin
Ribbon of Remembrance,50,Ishgard,Foundation,Weaving,Eloin
Desperate for Diversionaries,50,Ishgard,Foundation,Weaving (Large-scale),Eloin
Curb the Gnawing Feeling,50,Ishgard,Foundation,Weaving (Large-scale),Eloin
The Road Was a Ribbon of Moonlight,50,Ishgard,Foundation,Weaving (Large-scale),Eloin
What Not to Wear,52,Ishgard,Foundation,Weaving,Eloin
Fashion Patrol,52,Ishgard,Foundation,Weaving,Eloin
An Account of My Apron,52,Ishgard,Foundation,Weaving,Eloin
Appeal of Foreign Apparel,52,Ishgard,Foundation,Weaving (Large-scale),Eloin
Dress Code Violation,52,Ishgard,Foundation,Weaving (Large-scale),Eloin
Soot in My Hair and Scars on My Hands,52,Ishgard,Foundation,Weaving (Large-scale),Eloin
Clothing the Naked Truth,54,Ishgard,Foundation,Weaving,Eloin
Storm upon Bald Mountain,54,Ishgard,Foundation,Weaving,Eloin
Finger on the Pulse,54,Ishgard,Foundation,Weaving,Eloin
When in Robes,54,Ishgard,Foundation,Weaving (Large-scale),Eloin
Abrupt Apprentices,54,Ishgard,Foundation,Weaving (Large-scale),Eloin
Chirurgeon Hand in Glove,54,Ishgard,Foundation,Weaving (Large-scale),Eloin
"Where the Dragonflies, the Net Catches",56,Ishgard,Foundation,Weaving,Eloin
A Show of Ice and Fire,56,Ishgard,Foundation,Weaving,Eloin
Investing in the Future,56,Ishgard,Foundation,Weaving,Eloin
To Kill a Dragon on Nameday,56,Ishgard,Foundation,Weaving (Large-scale),Eloin
Through Sashes Come the Ashes,56,Ishgard,Foundation,Weaving (Large-scale),Eloin
Maids of Honor,56,Ishgard,Foundation,Weaving (Large-scale),Eloin
Felt for the Fallen,58,Ishgard,Foundation,Weaving,Eloin
He Wears the Pants,58,Ishgard,Foundation,Weaving,Eloin
The Clothes off Her Back,58,Ishgard,Foundation,Weaving,Eloin
Blinding Veil of Vigilance,58,Ishgard,Foundation,Weaving (Large-scale),Eloin
Pom Hemlock,58,Ishgard,Foundation,Weaving (Large-scale),Eloin
The Cinders of Modesty,58,Ishgard,Foundation,Weaving (Large-scale),Eloin
Proper Props,60,Kugane,Kugane,Weaving,Keltraeng
What Guides Want,60,Kugane,Kugane,Weaving,Keltraeng
Modest Beginnings,60,Kugane,Kugane,Weaving,Keltraeng
Getting a Leg Up,62,Kugane,Kugane,Weaving,Keltraeng
Skills on Display,62,Kugane,Kugane,Weaving,Keltraeng
Duress Rehearsal,62,Kugane,Kugane,Weaving,Keltraeng
Of Great Import,64,Kugane,Kugane,Weaving,Keltraeng
Apparent Apparel,64,Kugane,Kugane,Weaving,Keltraeng
Say Yes to Formal Dress,64,Kugane,Kugane,Weaving,Keltraeng
To the Tops,66,Kugane,Kugane,Weaving,Keltraeng
Who War It Better,66,Kugane,Kugane,Weaving,Keltraeng
Don't Sweat the Role,66,Kugane,Kugane,Weaving,Keltraeng
Wrap It Up,68,Kugane,Kugane,Weaving,Keltraeng
One Winged Angle,68,Kugane,Kugane,Weaving,Keltraeng
Brimming With Confidence,68,Kugane,Kugane,Weaving,Keltraeng
Flax Wax,70,The Crystarium,The Baldaquin,Weaving,Eirikur
Lovely Leggings,70,The Crystarium,The Baldaquin,Weaving,Eirikur
Turban in Training,70,The Crystarium,The Baldaquin,Weaving,Eirikur
Legs for Days,72,The Crystarium,The Baldaquin,Weaving,Eirikur
Hair Do No Harm,72,The Crystarium,The Baldaquin,Weaving,Eirikur
Suits You,72,The Crystarium,The Baldaquin,Weaving,Eirikur
A Tender Table,74,The Crystarium,The Baldaquin,Weaving,Eirikur
Gloves Come in Handy,74,The Crystarium,The Baldaquin,Weaving,Eirikur
Hunting Season,74,The Crystarium,The Baldaquin,Weaving,Eirikur
All-purpose Overgarments,76,The Crystarium,The Baldaquin,Weaving,Eirikur
Something in My Eyes,76,The Crystarium,The Baldaquin,Weaving,Eirikur
The Hunt Continues,76,The Crystarium,The Baldaquin,Weaving,Eirikur
A Job Well Done,78,The Crystarium,The Baldaquin,Weaving,Eirikur
A Turban for the Ages,78,The Crystarium,The Baldaquin,Weaving,Eirikur
Healing Headwear,78,The Crystarium,The Baldaquin,Weaving,Eirikur
